#repetition,Firm0,Firm1
0,1,2
347,2,1
348,1,2
349,2,1
350,1,2
351,2,1
352,1,2
353,2,1
354,1,2
355,2,1
356,1,2
357,2,1
358,1,2
359,2,1
360,1,2
361,2,1
362,1,2
363,2,1
364,1,2
365,2,1
366,1,2
367,2,1
368,1,2
369,2,1
370,1,2
371,2,1
372,1,2
373,2,1
374,1,2
375,2,1
376,1,2
377,2,1
378,1,2
379,2,1
380,1,2
381,2,1
382,1,2
383,2,1
384,1,2
385,2,1
386,1,2
387,2,1
388,1,2
389,2,1
390,1,2
391,2,1
392,1,2
393,2,1
394,1,2
395,2,1
396,1,2
397,2,1
398,1,2
399,2,1
400,1,2
401,2,1
402,1,2
403,2,1
404,1,2
405,2,1
406,1,2
407,2,1
408,1,2
409,2,1
410,1,2
411,2,1
412,1,2
413,2,1
414,1,2
415,2,1
416,1,2
417,2,1
418,1,2
419,2,1
420,1,2
421,2,1
422,1,2
423,2,1
424,1,2
425,2,1
426,1,2
427,2,1
428,1,2
429,2,1
430,1,2
431,2,1
432,1,2
433,2,1
434,1,2
435,2,1
436,1,2
437,2,1
438,1,2
439,2,1
440,1,2
441,2,1
442,1,2
443,2,1
444,1,2
445,2,1
446,1,2
447,2,1
448,1,2
449,2,1
450,1,2
451,2,1
452,1,2
453,2,1
454,1,2
455,2,1
456,1,2
457,2,1
458,1,2
459,2,1
460,1,2
461,2,1
462,1,2
463,2,1
464,1,2
465,2,1
466,1,2
467,2,1
468,1,2
469,2,1
470,1,2
471,2,1
472,1,2
473,2,1
474,1,2
475,2,1
476,1,2
477,2,1
478,1,2
479,2,1
480,1,2
481,2,1
482,1,2
483,2,1
484,1,2
485,2,1
486,1,2
487,2,1
488,1,2
489,2,1
490,1,2
491,2,1
492,1,2
493,2,1
494,1,2
495,2,1
496,1,2
497,2,1
498,1,2
499,2,1
500,1,2
501,2,1
502,1,2
503,2,1
504,1,2
505,2,1
506,1,2
507,2,1
508,1,2
509,2,1
510,1,2
511,2,1
512,1,2
513,2,1
514,1,2
515,2,1
516,1,2
517,2,1
518,1,2
519,2,1
520,1,2
521,2,1
522,1,2
523,2,1
524,1,2
525,2,1
526,1,2
527,2,1
528,1,2
529,2,1
530,1,2
531,2,1
532,1,2
533,2,1
534,1,2
535,2,1
536,1,2
537,2,1
538,1,2
539,2,1
540,1,2
541,2,1
542,1,2
543,2,1
544,1,2
545,2,1
546,1,2
547,2,1
548,1,2
549,2,1
550,1,2
551,2,1
552,1,2
553,2,1
554,1,2
555,2,1
556,1,2
557,2,1
558,1,2
559,2,1
560,1,2
561,2,1
562,1,2
563,2,1
564,1,2
565,2,1
566,1,2
567,2,1
568,1,2
569,2,1
570,1,2
571,2,1
572,1,2
573,2,1
574,1,2
575,2,1
576,1,2
577,2,1
578,1,2
579,2,1
580,1,2
581,2,1
582,1,2
583,2,1
584,1,2
585,2,1
586,1,2
587,2,1
588,1,2
589,2,1
590,1,2
591,2,1
592,1,2
593,2,1
594,1,2
595,2,1
596,1,2
597,2,1
598,1,2
599,2,1
600,1,2
601,2,1
602,1,2
603,2,1
604,1,2
605,2,1
606,1,2
607,2,1
608,1,2
609,2,1
610,1,2
611,2,1
612,1,2
613,2,1
614,1,2
615,2,1
616,1,2
617,2,1
618,1,2
619,2,1
620,1,2
621,2,1
622,1,2
623,2,1
624,1,2
625,2,1
626,1,2
627,2,1
628,1,2
629,2,1
630,1,2
631,2,1
632,1,2
633,2,1
634,1,2
635,2,1
636,1,2
637,2,1
638,1,2
639,2,1
640,1,2
641,2,1
642,1,2
643,2,1
644,1,2
645,2,1
646,1,2
647,2,1
648,1,2
649,2,1
650,1,2
651,2,1
652,1,2
653,2,1
654,1,2
655,2,1
656,1,2
657,2,1
658,1,2
659,2,1
660,1,2
661,2,1
662,1,2
663,2,1
664,1,2
665,2,1
666,1,2
667,2,1
668,1,2
669,2,1
670,1,2
671,2,1
672,1,2
673,2,1
674,1,2
675,2,1
676,1,2
677,2,1
678,1,2
679,2,1
680,1,2
681,2,1
682,1,2
683,2,1
684,1,2
685,2,1
686,1,2
687,2,1
688,1,2
689,2,1
690,1,2
691,2,1
692,1,2
693,2,1
694,1,2
695,2,1
696,1,2
697,2,1
698,1,2
699,2,1
700,1,2
701,2,1
702,1,2
703,2,1
704,1,2
705,2,1
706,1,2
707,2,1
708,1,2
709,2,1
710,1,2
711,2,1
712,1,2
713,2,1
714,1,2
715,2,1
716,1,2
717,2,1
718,1,2
719,2,1
720,1,2
721,2,1
722,1,2
723,2,1
724,1,2
725,2,1
726,1,2
727,2,1
728,1,2
729,2,1
730,1,2
731,2,1
732,1,2
733,2,1
734,1,2
735,2,1
736,1,2
737,2,1
738,1,2
739,2,1
740,1,2
741,2,1
742,1,2
743,2,1
744,1,2
745,2,1
746,1,2
747,2,1
748,1,2
749,2,1
750,1,2
751,2,1
752,1,2
753,2,1
754,1,2
755,2,1
756,1,2
757,2,1
758,1,2
759,2,1
760,1,2
761,2,1
762,1,2
763,2,1
764,1,2
765,2,1
766,1,2
767,2,1
768,1,2
769,2,1
770,1,2
771,2,1
772,1,2
773,2,1
774,1,2
775,2,1
776,1,2
777,2,1
778,1,2
779,2,1
780,1,2
781,2,1
782,1,2
783,2,1
784,1,2
785,2,1
786,1,2
787,2,1
788,1,2
789,2,1
790,1,2
791,2,1
792,1,2
793,2,1
794,1,2
795,2,1
796,1,2
797,2,1
798,1,2
799,2,1
800,1,2
801,2,1
802,1,2
803,2,1
804,1,2
805,2,1
806,1,2
807,2,1
808,1,2
809,2,1
810,1,2
811,2,1
812,1,2
813,2,1
814,1,2
815,2,1
816,1,2
817,2,1
818,1,2
819,2,1
820,1,2
821,2,1
822,1,2
823,2,1
824,1,2
825,2,1
826,1,2
827,2,1
828,1,2
829,2,1
830,1,2
831,2,1
832,1,2
833,2,1
834,1,2
835,2,1
836,1,2
837,2,1
838,1,2
839,2,1
840,1,2
841,2,1
842,1,2
843,2,1
844,1,2
845,2,1
846,1,2
847,2,1
848,1,2
849,2,1
850,1,2
851,2,1
852,1,2
853,2,1
854,1,2
855,2,1
856,1,2
857,2,1
858,1,2
859,2,1
860,1,2
861,2,1
862,1,2
863,2,1
864,1,2
865,2,1
866,1,2
867,2,1
868,1,2
869,2,1
870,1,2
871,2,1
872,1,2
873,2,1
874,1,2
875,2,1
876,1,2
877,2,1
878,1,2
879,2,1
880,1,2
881,2,1
882,1,2
883,2,1
884,1,2
885,2,1
886,1,2
887,2,1
888,1,2
889,2,1
890,1,2
891,2,1
892,1,2
893,2,1
894,1,2
895,2,1
896,1,2
897,2,1
898,1,2
899,2,1
900,1,2
901,2,1
902,1,2
903,2,1
904,1,2
905,2,1
906,1,2
907,2,1
908,1,2
909,2,1
910,1,2
911,2,1
912,1,2
913,2,1
914,1,2
915,2,1
916,1,2
917,2,1
918,1,2
919,2,1
920,1,2
921,2,1
922,1,2
923,2,1
924,1,2
925,2,1
926,1,2
927,2,1
928,1,2
929,2,1
930,1,2
931,2,1
932,1,2
933,2,1
934,1,2
935,2,1
936,1,2
937,2,1
938,1,2
939,2,1
940,1,2
941,2,1
942,1,2
943,2,1
944,1,2
945,2,1
946,1,2
947,2,1
948,1,2
949,2,1
950,1,2
951,2,1
952,1,2
953,2,1
954,1,2
955,2,1
956,1,2
957,2,1
958,1,2
959,2,1
960,1,2
961,2,1
962,1,2
963,2,1
964,1,2
965,2,1
966,1,2
967,2,1
968,1,2
969,2,1
970,1,2
971,2,1
972,1,2
973,2,1
974,1,2
975,2,1
976,1,2
977,2,1
978,1,2
979,2,1
980,1,2
981,2,1
982,1,2
983,2,1
984,1,2
985,2,1
986,1,2
987,2,1
988,1,2
989,2,1
990,1,2
991,2,1
992,1,2
993,2,1
994,1,2
995,2,1
996,1,2
997,2,1
998,1,2
999,2,1
