#repetition,Firm0,Firm1
0,0,0
1,0,2
2,0,0
3,0,2
4,0,0
5,0,2
6,0,0
7,0,2
8,0,0
9,0,2
10,0,0
11,0,2
12,0,0
13,0,2
14,0,0
15,0,2
16,0,0
17,0,2
18,0,0
19,0,2
20,0,0
21,0,2
22,0,0
23,0,2
24,0,0
25,0,2
26,0,0
27,0,2
28,0,0
29,0,2
30,0,0
31,0,2
32,0,0
33,0,2
34,0,0
35,0,2
36,0,0
37,0,2
38,0,0
39,0,2
40,0,0
41,0,2
42,0,0
43,0,2
44,0,0
45,0,2
46,0,0
47,0,2
48,0,0
49,0,2
50,0,0
51,0,2
52,0,0
53,0,2
54,0,0
55,0,2
56,0,0
57,0,2
58,0,0
59,0,2
60,0,0
61,0,2
62,0,0
63,0,2
64,0,0
65,0,2
66,0,0
67,0,2
68,0,0
69,0,2
70,0,0
71,0,2
72,0,0
73,0,2
74,0,0
75,0,2
76,0,0
77,0,2
78,0,0
79,0,2
80,0,0
81,0,2
82,0,0
83,0,2
84,0,0
85,0,2
86,0,0
87,0,2
88,0,0
89,0,2
90,0,0
91,0,2
92,0,0
93,0,2
94,0,0
95,0,2
96,0,0
97,0,2
98,0,0
99,0,2
100,0,0
101,0,2
102,0,0
103,0,2
104,0,0
105,0,2
106,0,0
107,0,2
108,0,0
109,0,2
110,0,0
111,0,2
112,0,0
113,0,2
114,0,0
115,0,2
116,0,0
117,0,2
118,0,0
119,0,2
120,0,0
121,0,2
122,0,0
123,0,2
124,0,0
125,0,2
126,0,0
127,0,2
128,0,0
129,0,2
130,0,0
131,0,2
132,0,0
133,0,2
134,0,0
135,0,2
136,0,0
137,0,2
138,0,0
139,0,2
140,0,0
141,0,2
142,0,0
143,0,2
144,0,0
145,0,2
146,0,0
147,0,2
148,0,0
149,0,2
150,0,0
151,0,2
152,0,0
153,0,2
154,0,0
155,0,2
156,0,0
157,0,2
158,0,0
159,0,2
160,0,0
161,0,2
162,0,0
163,0,2
164,0,0
165,0,2
166,0,0
167,0,2
168,0,0
169,0,2
170,0,0
171,0,2
172,0,0
173,0,2
174,0,0
175,0,2
176,0,0
177,0,2
178,0,0
179,0,2
180,0,0
181,0,2
182,0,0
183,0,2
184,0,0
185,0,2
186,0,0
187,0,2
188,0,0
189,0,2
190,0,0
191,0,2
192,0,0
193,0,2
194,0,0
195,0,2
196,0,0
197,0,2
198,0,0
199,0,2
200,0,0
201,0,2
202,0,0
203,0,2
204,0,0
205,0,2
206,0,0
207,0,2
208,0,0
209,0,2
210,0,0
211,0,2
212,0,0
213,0,2
214,0,0
215,0,2
216,0,0
217,0,2
218,0,0
219,0,2
220,0,0
221,0,2
222,0,0
223,0,2
224,0,0
225,0,2
226,0,0
227,0,2
228,0,0
229,0,2
230,0,0
231,0,2
232,0,0
233,0,2
234,0,0
235,0,2
236,0,0
237,0,2
238,0,0
239,0,2
240,0,0
241,0,2
242,0,0
243,0,2
244,0,0
245,0,2
246,0,0
247,0,2
248,0,0
249,0,2
250,0,0
251,0,2
252,0,0
253,0,2
254,0,0
255,0,2
256,0,0
257,0,2
258,0,0
259,0,2
260,0,0
261,0,2
262,0,0
263,0,2
264,0,0
265,0,2
266,0,0
267,0,2
268,0,0
269,0,2
270,0,0
271,0,2
272,0,0
273,0,2
274,0,0
275,0,2
276,0,0
277,0,2
278,0,0
279,0,2
280,0,0
281,0,2
282,0,0
283,0,2
284,0,0
285,0,2
286,0,0
287,0,2
288,0,0
289,0,2
290,0,0
291,0,2
292,0,0
293,0,2
294,0,0
295,0,2
296,0,0
297,0,2
298,0,0
299,0,2
300,0,0
301,0,2
302,0,0
303,0,2
304,0,0
305,0,2
306,0,0
307,0,2
308,0,0
309,0,2
310,0,0
311,0,2
312,0,0
313,0,2
314,0,0
315,0,2
316,0,0
317,0,2
318,0,0
319,0,2
320,0,0
321,0,2
322,0,0
323,0,2
