#repetition,Firm0,Firm1
0,1,0
1,2,0
2,1,0
3,2,0
4,1,0
5,2,0
6,1,0
7,2,0
8,1,0
9,2,0
10,1,0
11,2,0
12,1,0
13,2,0
14,1,0
15,2,0
16,1,0
17,2,0
18,1,0
19,2,0
20,1,0
21,2,0
22,1,0
23,2,0
24,1,0
25,2,0
26,1,0
27,2,0
28,1,0
29,2,0
30,1,0
31,2,0
32,1,0
33,2,0
34,1,0
35,2,0
36,1,0
37,2,0
38,1,0
39,2,0
40,1,0
41,2,0
42,1,0
43,2,0
44,1,0
45,2,0
46,1,0
47,2,0
48,1,0
49,2,0
50,1,0
51,2,0
52,1,0
53,2,0
54,1,0
55,2,0
56,1,0
57,2,0
58,1,0
59,2,0
60,1,0
61,2,0
62,1,0
63,2,0
64,1,0
65,2,0
66,1,0
67,2,0
68,1,0
69,2,0
70,1,0
71,2,0
72,1,0
73,2,0
74,1,0
75,2,0
76,1,0
77,2,0
78,1,0
79,2,0
80,1,0
81,2,0
82,1,0
83,2,0
84,1,0
85,2,0
86,1,0
87,2,0
88,1,0
89,2,0
90,1,0
91,2,0
92,1,0
93,2,0
94,1,0
95,2,0
96,1,0
97,2,0
98,1,0
99,2,0
100,1,0
101,2,0
102,1,0
103,2,0
104,1,0
105,2,0
106,1,0
107,2,0
108,1,0
109,2,0
110,1,0
111,2,0
112,1,0
113,2,0
114,1,0
115,2,0
116,1,0
117,2,0
118,1,0
119,2,0
120,1,0
121,2,0
122,1,0
123,2,0
124,1,0
125,2,0
126,1,0
127,2,0
128,1,0
129,2,0
130,1,0
131,2,0
132,1,0
133,2,0
134,1,0
135,2,0
136,1,0
137,2,0
138,1,0
139,2,0
140,1,0
141,2,0
142,1,0
143,2,0
144,1,0
145,2,0
146,1,0
147,2,0
148,1,0
149,2,0
150,1,0
151,2,0
152,1,0
153,2,0
154,1,0
155,2,0
156,1,0
157,2,0
158,1,0
159,2,0
160,1,0
161,2,0
162,1,0
163,2,0
164,1,0
165,2,0
166,1,0
167,2,0
168,1,0
169,2,0
170,1,0
171,2,0
172,1,0
173,2,0
174,1,0
175,2,0
176,1,0
177,2,0
178,1,0
179,2,0
180,1,0
181,2,0
182,1,0
183,2,0
184,1,0
185,2,0
186,1,0
187,2,0
188,1,0
189,2,0
190,1,0
191,2,0
192,1,0
193,2,0
194,1,0
195,2,0
196,1,0
197,2,0
198,1,0
199,2,0
200,1,0
201,2,0
202,1,0
203,2,0
204,1,0
205,2,0
206,1,0
207,2,0
208,1,0
209,2,0
210,1,0
211,2,0
212,1,0
213,2,0
214,1,0
215,2,0
216,1,0
217,2,0
218,1,0
219,2,0
220,1,0
221,2,0
222,1,0
223,2,0
224,1,0
225,2,0
226,1,0
227,2,0
228,1,0
229,2,0
230,1,0
231,2,0
232,1,0
233,2,0
234,1,0
235,2,0
236,1,0
237,2,0
238,1,0
239,2,0
240,1,0
241,2,0
242,1,0
243,2,0
244,1,0
245,2,0
246,1,0
247,2,0
248,1,0
249,2,0
250,1,0
251,2,0
252,1,0
253,2,0
254,1,0
255,2,0
256,1,0
257,2,0
258,1,0
259,2,0
260,1,0
261,2,0
262,1,0
263,2,0
264,1,0
265,2,0
266,1,0
267,2,0
268,1,0
269,2,0
270,1,0
271,2,0
272,1,0
273,2,0
274,1,0
