#repetition,Firm0,Firm1
0,0,2
1,0,1
2,0,2
3,0,1
4,0,2
5,0,1
6,0,2
7,0,1
8,0,2
9,0,1
10,0,2
11,0,1
12,0,2
13,0,1
14,0,2
15,0,1
16,0,2
17,0,1
18,0,2
19,0,1
20,0,2
21,0,1
22,0,2
23,0,1
24,0,2
25,0,1
26,0,2
27,0,1
28,0,2
29,0,1
30,0,2
31,0,1
32,0,2
33,0,1
34,0,2
35,0,1
36,0,2
37,0,1
38,0,2
39,0,1
40,0,2
41,0,1
42,0,2
43,0,1
44,0,2
45,0,1
46,0,2
47,0,1
48,0,2
49,0,1
50,0,2
51,0,1
52,0,2
53,0,1
54,0,2
55,0,1
56,0,2
57,0,1
58,0,2
59,0,1
60,0,2
61,0,1
62,0,2
63,0,1
64,0,2
65,0,1
66,0,2
67,0,1
68,0,2
69,0,1
70,0,2
71,0,1
72,0,2
73,0,1
74,0,2
75,0,1
76,0,2
77,0,1
78,0,2
79,0,1
80,0,2
81,0,1
82,0,2
83,0,1
84,0,2
85,0,1
86,0,2
87,0,1
88,0,2
89,0,1
90,0,2
91,0,1
92,0,2
93,0,1
94,0,2
95,0,1
96,0,2
97,0,1
98,0,2
99,0,1
100,0,2
101,0,1
102,0,2
103,0,1
104,0,2
105,0,1
106,0,2
107,0,1
108,0,2
109,0,1
110,0,2
111,0,1
112,0,2
113,0,1
114,0,2
115,0,1
116,0,2
117,0,1
118,0,2
119,0,1
120,0,2
121,0,1
122,0,2
123,0,1
124,0,2
125,0,1
126,0,2
127,0,1
128,0,2
129,0,1
130,0,2
131,0,1
132,0,2
133,0,1
134,0,2
135,0,1
136,0,2
137,0,1
138,0,2
139,0,1
140,0,2
141,0,1
142,0,2
143,0,1
144,0,2
145,0,1
146,0,2
147,0,1
148,0,2
149,0,1
150,0,2
151,0,1
152,0,2
153,0,1
154,0,2
155,0,1
156,0,2
157,0,1
158,0,2
159,0,1
160,0,2
161,0,1
162,0,2
163,0,1
164,0,2
165,0,1
166,0,2
167,0,1
168,0,2
169,0,1
170,0,2
171,0,1
172,0,2
173,0,1
174,0,2
175,0,1
176,0,2
177,0,1
178,0,2
179,0,1
180,0,2
181,0,1
182,0,2
183,0,1
184,0,2
185,0,1
186,0,2
187,0,1
188,0,2
189,0,1
190,0,2
191,0,1
192,0,2
193,0,1
194,0,2
195,0,1
196,0,2
197,0,1
198,0,2
199,0,1
200,0,2
201,0,1
202,0,2
203,0,1
204,0,2
205,0,1
206,0,2
207,0,1
208,0,2
209,0,1
210,0,2
211,0,1
212,0,2
213,0,1
214,0,2
215,0,1
216,0,2
217,0,1
218,0,2
219,0,1
220,0,2
221,0,1
222,0,2
223,0,1
224,0,2
225,0,1
226,0,2
227,0,1
228,0,2
229,0,1
230,0,2
231,0,1
232,0,2
233,0,1
234,0,2
235,0,1
236,0,2
237,0,1
238,0,2
239,0,1
240,0,2
241,0,1
242,0,2
243,0,1
244,0,2
245,0,1
246,0,2
247,0,1
248,0,2
249,0,1
250,0,2
251,0,1
252,0,2
253,0,1
254,0,2
255,0,1
256,0,2
257,0,1
258,0,2
259,0,1
260,0,2
261,0,1
262,0,2
263,0,1
264,0,2
265,0,1
266,0,2
267,0,1
268,0,2
269,0,1
270,0,2
271,0,1
272,0,2
273,0,1
274,0,2
275,0,1
276,0,2
277,0,1
278,0,2
279,0,1
280,0,2
281,0,1
282,0,2
283,0,1
284,0,2
285,0,1
286,0,2
287,0,1
288,0,2
289,0,1
290,0,2
291,0,1
292,0,2
293,0,1
294,0,2
295,0,1
296,0,2
297,0,1
298,0,2
299,0,1
300,0,2
301,0,1
302,0,2
303,0,1
304,0,2
305,0,1
306,0,2
307,0,1
308,0,2
309,0,1
310,0,2
311,0,1
312,0,2
313,0,1
314,0,2
315,0,1
316,0,2
317,0,1
318,0,2
319,0,1
320,0,2
321,0,1
322,0,2
323,0,1
324,0,2
325,0,1
326,0,2
327,0,1
328,0,2
329,0,1
330,0,2
331,0,1
332,0,2
333,0,1
334,0,2
335,0,1
336,0,2
337,0,1
338,0,2
339,0,1
340,0,2
341,0,1
342,0,2
343,0,1
344,0,2
345,0,1
346,0,2
347,0,1
348,0,2
349,0,1
350,0,2
351,0,1
352,0,2
353,0,1
354,0,2
355,0,1
356,0,2
357,0,1
358,0,2
359,0,1
360,0,2
361,0,1
362,0,2
363,0,1
364,0,2
365,0,1
366,0,2
367,0,1
368,0,2
369,0,1
370,0,2
371,0,1
372,0,2
373,0,1
374,0,2
375,0,1
376,0,2
377,0,1
378,0,2
379,0,1
380,0,2
381,0,1
382,0,2
383,0,1
384,0,2
385,0,1
386,0,2
387,0,1
388,0,2
389,0,1
390,0,2
391,0,1
392,0,2
393,0,1
394,0,2
395,0,1
396,0,2
397,0,1
398,0,2
399,0,1
400,0,2
401,0,1
402,0,2
403,0,1
404,0,2
405,0,1
406,0,2
407,0,1
408,0,2
409,0,1
410,0,2
411,0,1
412,0,2
413,0,1
414,0,2
415,0,1
416,0,2
417,0,1
418,0,2
419,0,1
420,0,2
421,0,1
422,0,2
423,0,1
424,0,2
425,0,1
426,0,2
427,0,1
428,0,2
429,0,1
430,0,2
431,0,1
432,0,2
433,0,1
434,0,2
435,0,1
436,0,2
437,0,1
438,0,2
439,0,1
440,0,2
441,0,1
442,0,2
443,0,1
444,0,2
445,0,1
446,0,2
447,0,1
448,0,2
449,0,1
450,0,2
451,0,1
452,0,2
453,0,1
454,0,2
455,0,1
456,0,2
457,0,1
458,0,2
459,0,1
460,0,2
461,0,1
462,0,2
463,0,1
464,0,2
465,0,1
466,0,2
467,0,1
468,0,2
469,0,1
470,0,2
471,0,1
472,0,2
473,0,1
474,0,2
475,0,1
476,0,2
477,0,1
478,0,2
479,0,1
480,0,2
481,0,1
482,0,2
483,0,1
484,0,2
485,0,1
486,0,2
487,0,1
488,0,2
489,0,1
490,0,2
491,0,1
492,0,2
493,0,1
494,0,2
495,0,1
496,0,2
497,0,1
498,0,2
499,0,1
500,0,2
501,0,1
502,0,2
503,0,1
504,0,2
505,0,1
506,0,2
507,0,1
508,0,2
509,0,1
510,0,2
511,0,1
512,0,2
513,0,1
514,0,2
515,0,1
516,0,2
517,0,1
518,0,2
519,0,1
520,0,2
521,0,1
522,0,2
523,0,1
524,0,2
525,0,1
526,0,2
527,0,1
528,0,2
529,0,1
530,0,2
531,0,1
532,0,2
533,0,1
534,0,2
535,0,1
536,0,2
537,0,1
538,0,2
539,0,1
540,0,2
541,0,1
542,0,2
543,0,1
544,0,2
545,0,1
546,0,2
547,0,1
548,0,2
549,0,1
550,0,2
551,0,1
552,0,2
553,0,1
554,0,2
555,0,1
556,0,2
557,0,1
558,0,2
559,0,1
560,0,2
561,0,1
562,0,2
563,0,1
564,0,2
565,0,1
566,0,2
567,0,1
568,0,2
569,0,1
570,0,2
571,0,1
572,0,2
573,0,1
574,0,2
575,0,1
576,0,2
577,0,1
578,0,2
579,0,1
580,0,2
581,0,1
582,0,2
583,0,1
584,0,2
585,0,1
586,0,2
587,0,1
588,0,2
589,0,1
590,0,2
591,0,1
592,0,2
593,0,1
594,0,2
595,0,1
596,0,2
597,0,1
598,0,2
599,0,1
600,0,2
601,0,1
602,0,2
603,0,1
604,0,2
605,0,1
606,0,2
607,0,1
608,0,2
609,0,1
610,0,2
611,0,1
612,0,2
613,0,1
614,0,2
615,0,1
616,0,2
617,0,1
618,0,2
619,0,1
620,0,2
621,0,1
622,0,2
623,0,1
624,0,2
625,0,1
626,0,2
627,0,1
628,0,2
629,0,1
630,0,2
631,0,1
632,0,2
633,0,1
634,0,2
635,0,1
636,0,2
637,0,1
638,0,2
639,0,1
640,0,2
641,0,1
642,0,2
643,0,1
644,0,2
645,0,1
646,0,2
647,0,1
648,0,2
649,0,1
650,0,2
651,0,1
652,0,2
653,0,1
654,0,2
655,0,1
656,0,2
657,0,1
658,0,2
659,0,1
660,0,2
661,0,1
662,0,2
663,0,1
664,0,2
665,0,1
666,0,2
667,0,1
668,0,2
669,0,1
670,0,2
671,0,1
672,0,2
673,0,1
674,0,2
675,0,1
676,0,2
677,0,1
678,0,2
679,0,1
680,0,2
681,0,1
682,0,2
683,0,1
684,0,2
685,0,1
686,0,2
687,0,1
688,0,2
689,0,1
690,0,2
691,0,1
692,0,2
693,0,1
