#repetition,Firm0,Firm1
0,0,3
1,0,2
2,0,3
3,0,2
4,0,3
5,0,2
6,0,3
7,0,2
8,0,3
9,0,2
10,0,3
11,0,2
12,0,3
13,0,2
14,0,3
15,0,2
16,0,3
17,0,2
18,0,3
19,0,2
20,0,3
21,0,2
22,0,3
23,0,2
24,0,3
25,0,2
26,0,3
27,0,2
28,0,3
29,0,2
30,0,3
31,0,2
32,0,3
33,0,2
34,0,3
35,0,2
36,0,3
37,0,2
38,0,3
39,0,2
40,0,3
41,0,2
42,0,3
43,0,2
44,0,3
45,0,2
46,0,3
47,0,2
48,0,3
49,0,2
50,0,3
51,0,2
52,0,3
53,0,2
54,0,3
55,0,2
56,0,3
57,0,2
58,0,3
59,0,2
60,0,3
61,0,2
62,0,3
63,0,2
64,0,3
65,0,2
66,0,3
67,0,2
68,0,3
69,0,2
70,0,3
71,0,2
72,0,3
73,0,2
74,0,3
75,0,2
76,0,3
77,0,2
78,0,3
79,0,2
80,0,3
81,0,2
82,0,3
83,0,2
84,0,3
85,0,2
86,0,3
87,0,2
88,0,3
89,0,2
90,0,3
91,0,2
92,0,3
93,0,2
94,0,3
95,0,2
96,0,3
97,0,2
98,0,3
99,0,2
100,0,3
101,0,2
102,0,3
103,0,2
104,0,3
105,0,2
106,0,3
107,0,2
108,0,3
109,0,2
110,0,3
111,0,2
112,0,3
113,0,2
114,0,3
115,0,2
116,0,3
117,0,2
118,0,3
119,0,2
120,0,3
121,0,2
122,0,3
123,0,2
124,0,3
125,0,2
126,0,3
127,0,2
128,0,3
129,0,2
130,0,3
131,0,2
132,0,3
133,0,2
134,0,3
135,0,2
136,0,3
137,0,2
138,0,3
139,0,2
140,0,3
141,0,2
142,0,3
143,0,2
144,0,3
145,0,2
146,0,3
147,0,2
148,0,3
149,0,2
150,0,3
151,0,2
152,0,3
153,0,2
154,0,3
155,0,2
156,0,3
157,0,2
158,0,3
159,0,2
160,0,3
161,0,2
162,0,3
163,0,2
164,0,3
165,0,2
166,0,3
167,0,2
168,0,3
169,0,2
170,0,3
171,0,2
172,0,3
173,0,2
174,0,3
175,0,2
176,0,3
177,0,2
178,0,3
179,0,2
180,0,3
181,0,2
182,0,3
183,0,2
184,0,3
185,0,2
186,0,3
187,0,2
188,0,3
189,0,2
190,0,3
191,0,2
192,0,3
193,0,2
194,0,3
195,0,2
196,0,3
197,0,2
198,0,3
199,0,2
200,0,3
201,0,2
202,0,3
203,0,2
204,0,3
205,0,2
206,0,3
207,0,2
208,0,3
209,0,2
210,0,3
211,0,2
212,0,3
213,0,2
214,0,3
215,0,2
216,0,3
217,0,2
218,0,3
219,0,2
220,0,3
221,0,2
222,0,3
223,0,2
224,0,3
225,0,2
226,0,3
227,0,2
228,0,3
229,0,2
230,0,3
231,0,2
232,0,3
233,0,2
234,0,3
235,0,2
236,0,3
237,0,2
238,0,3
239,0,2
240,0,3
241,0,2
242,0,3
243,0,2
244,0,3
245,0,2
246,0,3
247,0,2
248,0,3
249,0,2
250,0,3
251,0,2
252,0,3
253,0,2
254,0,3
255,0,2
256,0,3
257,0,2
258,0,3
259,0,2
260,0,3
261,0,2
262,0,3
263,0,2
264,0,3
265,0,2
266,0,3
267,0,2
268,0,3
269,0,2
270,0,3
271,0,2
272,0,3
273,0,2
274,0,3
275,0,2
276,0,3
277,0,2
278,0,3
279,0,2
280,0,3
281,0,2
282,0,3
283,0,2
284,0,3
285,0,2
286,0,3
287,0,2
288,0,3
289,0,2
290,0,3
291,0,2
292,0,3
293,0,2
294,0,3
295,0,2
296,0,3
297,0,2
298,0,3
299,0,2
300,0,3
301,0,2
302,0,3
303,0,2
304,0,3
305,0,2
306,0,3
307,0,2
308,0,3
309,0,2
310,0,3
311,0,2
312,0,3
313,0,2
314,0,3
315,0,2
316,0,3
317,0,2
318,0,3
319,0,2
320,0,3
321,0,2
322,0,3
323,0,2
324,0,3
325,0,2
326,0,3
327,0,2
328,0,3
329,0,2
330,0,3
331,0,2
332,0,3
333,0,2
334,0,3
335,0,2
336,0,3
337,0,2
338,0,3
339,0,2
340,0,3
341,0,2
342,0,3
343,0,2
344,0,3
345,0,2
346,0,3
347,0,2
348,0,3
349,0,2
350,0,3
351,0,2
352,0,3
353,0,2
354,0,3
355,0,2
356,0,3
357,0,2
358,0,3
359,0,2
360,0,3
361,0,2
362,0,3
363,0,2
364,0,3
365,0,2
366,0,3
367,0,2
368,0,3
369,0,2
370,0,3
371,0,2
372,0,3
373,0,2
374,0,3
375,0,2
376,0,3
377,0,2
378,0,3
379,0,2
380,0,3
381,0,2
382,0,3
383,0,2
384,0,3
385,0,2
386,0,3
387,0,2
388,0,3
389,0,2
390,0,3
391,0,2
392,0,3
393,0,2
394,0,3
395,0,2
396,0,3
397,0,2
398,0,3
399,0,2
400,0,3
401,0,2
402,0,3
403,0,2
404,0,3
405,0,2
406,0,3
407,0,2
408,0,3
409,0,2
410,0,3
411,0,2
412,0,3
413,0,2
414,0,3
415,0,2
416,0,3
417,0,2
418,0,3
419,0,2
420,0,3
421,0,2
422,0,3
423,0,2
424,0,3
425,0,2
426,0,3
427,0,2
428,0,3
429,0,2
430,0,3
431,0,2
432,0,3
433,0,2
434,0,3
435,0,2
436,0,3
437,0,2
438,0,3
439,0,2
440,0,3
441,0,2
442,0,3
443,0,2
444,0,3
445,0,2
446,0,3
447,0,2
448,0,3
449,0,2
450,0,3
451,0,2
452,0,3
453,0,2
454,0,3
455,0,2
456,0,3
457,0,2
458,0,3
459,0,2
460,0,3
461,0,2
462,0,3
463,0,2
464,0,3
465,0,2
466,0,3
467,0,2
468,0,3
469,0,2
470,0,3
471,0,2
472,0,3
473,0,2
474,0,3
475,0,2
476,0,3
477,0,2
478,0,3
479,0,2
480,0,3
481,0,2
482,0,3
483,0,2
484,0,3
485,0,2
486,0,3
487,0,2
488,0,3
489,0,2
490,0,3
491,0,2
492,0,3
493,0,2
494,0,3
495,0,2
496,0,3
497,0,2
498,0,3
499,0,2
500,0,3
501,0,2
502,0,3
503,0,2
504,0,3
505,0,2
506,0,3
507,0,2
508,0,3
509,0,2
510,0,3
511,0,2
512,0,3
513,0,2
514,0,3
515,0,2
516,0,3
517,0,2
518,0,3
519,0,2
520,0,3
521,0,2
522,0,3
523,0,2
524,0,3
525,0,2
526,0,3
527,0,2
528,0,3
529,0,2
530,0,3
531,0,2
532,0,3
533,0,2
534,0,3
535,0,2
536,0,3
537,0,2
538,0,3
539,0,2
540,0,3
541,0,2
542,0,3
543,0,2
544,0,3
545,0,2
546,0,3
547,0,2
548,0,3
549,0,2
550,0,3
551,0,2
552,0,3
553,0,2
554,0,3
555,0,2
556,0,3
557,0,2
558,0,3
559,0,2
560,0,3
561,0,2
562,0,3
563,0,2
564,0,3
565,0,2
566,0,3
567,0,2
568,0,3
569,0,2
570,0,3
571,0,2
572,0,3
573,0,2
574,0,3
575,0,2
576,0,3
577,0,2
578,0,3
579,0,2
580,0,3
581,0,2
582,0,3
583,0,2
584,0,3
585,0,2
586,0,3
587,0,2
588,0,3
589,0,2
590,0,3
591,0,2
592,0,3
593,0,2
594,0,3
595,0,2
596,0,3
597,0,2
598,0,3
599,0,2
600,0,3
601,0,2
602,0,3
603,0,2
604,0,3
605,0,2
606,0,3
607,0,2
608,0,3
609,0,2
610,0,3
